dataset,shot,metric,hybridsn_mean,qnn_mean,delta,better_model
indian_pines,10,mean_top1_top2_prob_margin,0.6052931297129586,0.6404383801205918,0.03514525040763328,spectral_qnn_gated_proto
indian_pines,10,OA,0.8012265004523977,0.8088468885090982,0.007620388056700511,spectral_qnn_gated_proto
indian_pines,10,Macro-F1,0.7153315253298541,0.718224051546547,0.0028925262166928922,spectral_qnn_gated_proto
indian_pines,10,negative_logit_margin_rate,0.19877349954760232,0.19115311149090178,-0.007620388056700539,spectral_qnn_gated_proto
indian_pines,10,low_logit_margin_rate,0.010937971247612345,0.007801347139841158,-0.003136624107771187,spectral_qnn_gated_proto
indian_pines,10,negative_prob_margin_rate,0.19877349954760232,0.19115311149090178,-0.007620388056700539,spectral_qnn_gated_proto
indian_pines,10,low_prob_margin_rate,0.01781441640695687,0.010897758118025536,-0.006916658288931335,spectral_qnn_gated_proto
pavia_university,5,mean_true_logit_margin,1.4171598337201945,1.1280708717953807,-0.2890889619248138,hybridsn_small
pavia_university,5,median_true_logit_margin,1.717201617360115,1.631389057636261,-0.08581255972385393,hybridsn_small
pavia_university,5,safe_logit_margin_rate,0.7529607654604723,0.7635046082408949,0.010543842780422641,spectral_qnn_gated_proto
pavia_university,5,mean_top1_top2_margin,2.0115958478830995,1.6860487311752312,-0.3255471167078683,hybridsn_small
pavia_university,5,mean_true_prob_margin,0.41011698344165753,0.3456158959551261,-0.06450108748653144,hybridsn_small
pavia_university,5,median_true_prob_margin,0.5482715618922932,0.5171403260442656,-0.031131235848027572,hybridsn_small
pavia_university,5,safe_prob_margin_rate,0.7432799418400131,0.757524448300931,0.014244506460917905,spectral_qnn_gated_proto
pavia_university,5,mean_top1_top2_prob_margin,0.5499022790683963,0.49021898342251813,-0.059683295645878154,hybridsn_small
pavia_university,5,OA,0.7657700335357989,0.775277315259961,0.009507281724162153,spectral_qnn_gated_proto
pavia_university,5,Macro-F1,0.7619649157153292,0.7710936007020088,0.009128684986679625,spectral_qnn_gated_proto
pavia_university,5,negative_logit_margin_rate,0.23422996646420113,0.22472268474003892,-0.009507281724162209,spectral_qnn_gated_proto
pavia_university,5,low_logit_margin_rate,0.012809268075326563,0.011772707019066155,-0.0010365610562604079,spectral_qnn_gated_proto
pavia_university,5,negative_prob_margin_rate,0.23422996646420113,0.22472268474003892,-0.009507281724162209,spectral_qnn_gated_proto
pavia_university,5,low_prob_margin_rate,0.022490091695785745,0.017752866959030042,-0.004737224736755703,spectral_qnn_gated_proto
pavia_university,10,mean_true_logit_margin,1.5126179747818767,1.6014340267822313,0.0888160520003547,spectral_qnn_gated_proto
pavia_university,10,median_true_logit_margin,1.685778485238552,2.0916074335575106,0.40582894831895855,spectral_qnn_gated_proto
pavia_university,10,safe_logit_margin_rate,0.8051554136538641,0.8560616020283595,0.05090618837449534,spectral_qnn_gated_proto
pavia_university,10,mean_top1_top2_margin,1.837262838789755,1.9694425019261612,0.13217966313640628,spectral_qnn_gated_proto
pavia_university,10,mean_true_prob_margin,0.4268453585133022,0.4802971482918367,0.053451789778534486,spectral_qnn_gated_proto
pavia_university,10,median_true_prob_margin,0.5314827268881166,0.6423907276872504,0.11090800079913377,spectral_qnn_gated_proto
pavia_university,10,safe_prob_margin_rate,0.7780589726734906,0.8531880927786647,0.07512912010517414,spectral_qnn_gated_proto
pavia_university,10,mean_top1_top2_prob_margin,0.5009169139792344,0.5748317788615571,0.07391486488232268,spectral_qnn_gated_proto
pavia_university,10,OA,0.8226171471499673,0.8631514696215608,0.0405343224715935,spectral_qnn_gated_proto
pavia_university,10,Macro-F1,0.7919759979075065,0.8612717948590678,0.0692957969515613,spectral_qnn_gated_proto
pavia_university,10,negative_logit_margin_rate,0.17738285285003288,0.1368485303784393,-0.04053432247159358,spectral_qnn_gated_proto
pavia_university,10,low_logit_margin_rate,0.01746173349610292,0.0070898675932012396,-0.01037186590290168,spectral_qnn_gated_proto
pavia_university,10,negative_prob_margin_rate,0.17738285285003288,0.1368485303784393,-0.04053432247159358,spectral_qnn_gated_proto
pavia_university,10,low_prob_margin_rate,0.04455817447647667,0.009963376842896046,-0.03459479763358062,spectral_qnn_gated_proto
salinas,5,mean_true_logit_margin,1.644981594476593,1.8842652754047635,0.23928368092817043,spectral_qnn_gated_proto
salinas,5,median_true_logit_margin,1.5515678584575654,2.1402233362197878,0.5886554777622224,spectral_qnn_gated_proto
salinas,5,safe_logit_margin_rate,0.7646198667631613,0.8324964278424168,0.06787656107925555,spectral_qnn_gated_proto
salinas,5,mean_top1_top2_margin,1.6982086726625085,1.962231285350806,0.2640226126882974,spectral_qnn_gated_proto
salinas,5,mean_true_prob_margin,0.4020368973019745,0.4848984470451813,0.08286154974320681,spectral_qnn_gated_proto
salinas,5,median_true_prob_margin,0.4702451951998565,0.6311082763584307,0.16086308115857417,spectral_qnn_gated_proto
salinas,5,safe_prob_margin_rate,0.6952661953274324,0.8255302566386462,0.13026406131121382,spectral_qnn_gated_proto
salinas,5,mean_top1_top2_prob_margin,0.41698477877826357,0.5154531806844067,0.09846840190614314,spectral_qnn_gated_proto
salinas,5,OA,0.8693276921078514,0.8816493161869768,0.012321624079125404,spectral_qnn_gated_proto
salinas,5,Macro-F1,0.8966788489976594,0.9335603496753627,0.03688150067770335,spectral_qnn_gated_proto
salinas,5,negative_logit_margin_rate,0.13067230789214868,0.11835068381302308,-0.012321624079125598,spectral_qnn_gated_proto
salinas,5,low_logit_margin_rate,0.10470782534469,0.049152888344560115,-0.05555493700012989,spectral_qnn_gated_proto
salinas,5,negative_prob_margin_rate,0.13067230789214868,0.11835068381302308,-0.012321624079125598,spectral_qnn_gated_proto
salinas,5,low_prob_margin_rate,0.174061496780419,0.05611905954833083,-0.11794243723208817,spectral_qnn_gated_proto
salinas,10,mean_true_logit_margin,2.3213020470604766,2.23594172999334,-0.08536031706713665,hybridsn_small
salinas,10,median_true_logit_margin,2.243977952003479,2.6548928737640383,0.41091492176055944,spectral_qnn_gated_proto
salinas,10,safe_logit_margin_rate,0.8359493764983552,0.8697615640506235,0.033812187552268336,spectral_qnn_gated_proto
salinas,10,mean_top1_top2_margin,2.3464415262758793,2.292561632148437,-0.05387989412744254,hybridsn_small
salinas,10,mean_true_prob_margin,0.5091744849712437,0.5375744448016399,0.028399959830396115,spectral_qnn_gated_proto
salinas,10,median_true_prob_margin,0.6232267396787383,0.7024713358238077,0.0792445961450694,spectral_qnn_gated_proto
salinas,10,safe_prob_margin_rate,0.8282703636938059,0.8630489323347396,0.03477856864093365,spectral_qnn_gated_proto
salinas,10,mean_top1_top2_prob_margin,0.5184780902546646,0.5600952184954278,0.041617128240763135,spectral_qnn_gated_proto
salinas,10,OA,0.9360181382296642,0.9072162649370924,-0.028801873292571778,hybridsn_small
salinas,10,Macro-F1,0.9544178031872306,0.949634146206311,-0.004783656980919537,hybridsn_small
salinas,10,negative_logit_margin_rate,0.06398186177033582,0.09278373506290769,0.02880187329257186,hybridsn_small
salinas,10,low_logit_margin_rate,0.10006876173130888,0.03745470088646881,-0.06261406084484007,spectral_qnn_gated_proto
salinas,10,negative_prob_margin_rate,0.06398186177033582,0.09278373506290769,0.02880187329257186,hybridsn_small
salinas,10,low_prob_margin_rate,0.1077477745358583,0.04416733260235277,-0.06358044193350554,spectral_qnn_gated_proto
