band,mean,std
174,1209.8773538881842,98.82381710590774
175,1208.806127427066,96.60501037515186
176,1248.7694409210656,114.63253903516659
177,1300.7316811396233,137.7644774117188
178,1315.469118938433,143.95550452913227
179,1322.4641428432042,145.01362426277703
180,1320.2100692750512,142.2306708663134
181,1319.1933847204605,140.6821722146435
182,1319.8592057761732,140.3359697013989
183,1312.8653527173383,136.34808216786382
184,1293.6316713825738,127.01072598607851
185,1285.0429310176603,122.10608063214687
186,1282.4304810225387,119.42956456243387
187,1277.8526685530296,116.9528808624859
188,1269.515464923407,111.62550720510474
189,1262.2698799882914,108.34647246052273
190,1275.864474582886,112.75818597235258
191,1275.236218167626,114.0331353948444
192,1263.1500634208217,109.5794697090694
193,1248.9272124109668,104.68225189070601
194,1230.744365303932,97.71435041093764
195,1219.9301395258074,95.70476012373956
196,1210.1707483656942,92.96913962211512
197,1204.899209678993,91.14351589748397
198,1190.1761147429017,85.90419317020444
199,1188.6358669138453,85.777723455944
200,1183.5856181090837,85.0584809240158
201,1169.2727095326372,77.9636657775084
202,1168.4621914333106,78.02140603017098
203,1145.4747780271246,68.90760869075781
204,1133.1475265879599,64.04535492555358
205,1135.433798419358,64.2814310968924
206,1114.3565225875695,54.64573392645686
207,1103.4157478778418,49.301244342864045
208,1104.7405600546394,50.93599582532623
209,1102.8047614401405,50.13593807661633
210,1080.169577519758,39.23884208156882
211,1078.4421894819006,39.010802556420124
212,1083.1450873255928,42.122503759542475
213,1066.0058542296808,34.52574532614083
214,1052.5008293492049,26.73264356400679
215,1057.1819689725826,30.062327728083293
216,1039.6725534198458,21.036158439148398
217,1020.2492926139136,11.466547480825062
218,1010.3652063615963,7.03314451208213
219,1008.5174163333008,7.079956365902889
